,longitude,latitude
75,51.094822258426966,35.74566040909091
76,51.094822258426966,35.75157552272727
120,51.10063451685394,35.74566040909091
121,51.10063451685394,35.75157552272727
165,51.1064467752809,35.74566040909091
166,51.1064467752809,35.75157552272727
210,51.112259033707865,35.74566040909091
211,51.112259033707865,35.75157552272727
255,51.118071292134836,35.74566040909091
256,51.118071292134836,35.75157552272727
300,51.1238835505618,35.74566040909091
301,51.1238835505618,35.75157552272727
345,51.129695808988764,35.74566040909091
346,51.129695808988764,35.75157552272727
390,51.135508067415735,35.74566040909091
391,51.135508067415735,35.75157552272727
435,51.1413203258427,35.74566040909091
436,51.1413203258427,35.75157552272727
480,51.14713258426966,35.74566040909091
481,51.14713258426966,35.75157552272727
482,51.14713258426966,35.757490636363634
525,51.152944842696634,35.74566040909091
526,51.152944842696634,35.75157552272727
527,51.152944842696634,35.757490636363634
569,51.1587571011236,35.73974529545455
570,51.1587571011236,35.74566040909091
571,51.1587571011236,35.75157552272727
572,51.1587571011236,35.757490636363634
614,51.16456935955056,35.73974529545455
615,51.16456935955056,35.74566040909091
616,51.16456935955056,35.75157552272727
617,51.16456935955056,35.757490636363634
618,51.16456935955056,35.76340575
659,51.17038161797753,35.73974529545455
660,51.17038161797753,35.74566040909091
661,51.17038161797753,35.75157552272727
662,51.17038161797753,35.757490636363634
663,51.17038161797753,35.76340575
703,51.1761938764045,35.73383018181818
704,51.1761938764045,35.73974529545455
705,51.1761938764045,35.74566040909091
706,51.1761938764045,35.75157552272727
707,51.1761938764045,35.757490636363634
708,51.1761938764045,35.76340575
748,51.18200613483146,35.73383018181818
749,51.18200613483146,35.73974529545455
750,51.18200613483146,35.74566040909091
751,51.18200613483146,35.75157552272727
752,51.18200613483146,35.757490636363634
753,51.18200613483146,35.76340575
793,51.18781839325843,35.73383018181818
794,51.18781839325843,35.73974529545455
795,51.18781839325843,35.74566040909091
796,51.18781839325843,35.75157552272727
797,51.18781839325843,35.757490636363634
798,51.18781839325843,35.76340575
837,51.193630651685396,35.727915068181815
838,51.193630651685396,35.73383018181818
839,51.193630651685396,35.73974529545455
840,51.193630651685396,35.74566040909091
841,51.193630651685396,35.75157552272727
842,51.193630651685396,35.757490636363634
843,51.193630651685396,35.76340575
882,51.19944291011236,35.727915068181815
883,51.19944291011236,35.73383018181818
884,51.19944291011236,35.73974529545455
885,51.19944291011236,35.74566040909091
886,51.19944291011236,35.75157552272727
887,51.19944291011236,35.757490636363634
888,51.19944291011236,35.76340575
926,51.20525516853933,35.72199995454545
927,51.20525516853933,35.727915068181815
928,51.20525516853933,35.73383018181818
929,51.20525516853933,35.73974529545455
930,51.20525516853933,35.74566040909091
931,51.20525516853933,35.75157552272727
932,51.20525516853933,35.757490636363634
933,51.20525516853933,35.76340575
971,51.211067426966295,35.72199995454545
972,51.211067426966295,35.727915068181815
973,51.211067426966295,35.73383018181818
974,51.211067426966295,35.73974529545455
975,51.211067426966295,35.74566040909091
976,51.211067426966295,35.75157552272727
977,51.211067426966295,35.757490636363634
978,51.211067426966295,35.76340575
1016,51.21687968539326,35.72199995454545
1017,51.21687968539326,35.727915068181815
1018,51.21687968539326,35.73383018181818
1019,51.21687968539326,35.73974529545455
1020,51.21687968539326,35.74566040909091
1021,51.21687968539326,35.75157552272727
1022,51.21687968539326,35.757490636363634
1061,51.22269194382022,35.72199995454545
1062,51.22269194382022,35.727915068181815
1063,51.22269194382022,35.73383018181818
1064,51.22269194382022,35.73974529545455
1065,51.22269194382022,35.74566040909091
1066,51.22269194382022,35.75157552272727
1067,51.22269194382022,35.757490636363634
1106,51.228504202247194,35.72199995454545
1107,51.228504202247194,35.727915068181815
1108,51.228504202247194,35.73383018181818
1109,51.228504202247194,35.73974529545455
1110,51.228504202247194,35.74566040909091
1111,51.228504202247194,35.75157552272727
1112,51.228504202247194,35.757490636363634
1151,51.23431646067416,35.72199995454545
1152,51.23431646067416,35.727915068181815
1153,51.23431646067416,35.73383018181818
1154,51.23431646067416,35.73974529545455
1155,51.23431646067416,35.74566040909091
1156,51.23431646067416,35.75157552272727
1157,51.23431646067416,35.757490636363634
1195,51.24012871910112,35.71608484090909
1196,51.24012871910112,35.72199995454545
1197,51.24012871910112,35.727915068181815
1198,51.24012871910112,35.73383018181818
1199,51.24012871910112,35.73974529545455
1200,51.24012871910112,35.74566040909091
1201,51.24012871910112,35.75157552272727
1202,51.24012871910112,35.757490636363634
1203,51.24012871910112,35.76340575
1240,51.24594097752809,35.71608484090909
1241,51.24594097752809,35.72199995454545
1242,51.24594097752809,35.727915068181815
1243,51.24594097752809,35.73383018181818
1244,51.24594097752809,35.73974529545455
1245,51.24594097752809,35.74566040909091
1246,51.24594097752809,35.75157552272727
1247,51.24594097752809,35.757490636363634
1248,51.24594097752809,35.76340575
1285,51.25175323595506,35.71608484090909
1286,51.25175323595506,35.72199995454545
1287,51.25175323595506,35.727915068181815
1288,51.25175323595506,35.73383018181818
1289,51.25175323595506,35.73974529545455
1290,51.25175323595506,35.74566040909091
1291,51.25175323595506,35.75157552272727
1292,51.25175323595506,35.757490636363634
1293,51.25175323595506,35.76340575
1294,51.25175323595506,35.76932086363636
1330,51.25756549438202,35.71608484090909
1331,51.25756549438202,35.72199995454545
1332,51.25756549438202,35.727915068181815
1333,51.25756549438202,35.73383018181818
1334,51.25756549438202,35.73974529545455
1335,51.25756549438202,35.74566040909091
1336,51.25756549438202,35.75157552272727
1337,51.25756549438202,35.757490636363634
1338,51.25756549438202,35.76340575
1375,51.26337775280899,35.71608484090909
1376,51.26337775280899,35.72199995454545
1377,51.26337775280899,35.727915068181815
1378,51.26337775280899,35.73383018181818
1379,51.26337775280899,35.73974529545455
1380,51.26337775280899,35.74566040909091
1381,51.26337775280899,35.75157552272727
1382,51.26337775280899,35.757490636363634
1383,51.26337775280899,35.76340575
1420,51.269190011235956,35.71608484090909
1421,51.269190011235956,35.72199995454545
1422,51.269190011235956,35.727915068181815
1423,51.269190011235956,35.73383018181818
1465,51.27500226966292,35.71608484090909
1466,51.27500226966292,35.72199995454545
1467,51.27500226966292,35.727915068181815
1468,51.27500226966292,35.73383018181818
1510,51.28081452808989,35.71608484090909
1511,51.28081452808989,35.72199995454545
1512,51.28081452808989,35.727915068181815
1555,51.286626786516855,35.71608484090909
1556,51.286626786516855,35.72199995454545
164,51.1064467752809,35.73974529545455
209,51.112259033707865,35.73974529545455
254,51.118071292134836,35.73974529545455
298,51.1238835505618,35.73383018181818
299,51.1238835505618,35.73974529545455
342,51.129695808988764,35.727915068181815
343,51.129695808988764,35.73383018181818
344,51.129695808988764,35.73974529545455
386,51.135508067415735,35.72199995454545
387,51.135508067415735,35.727915068181815
388,51.135508067415735,35.73383018181818
389,51.135508067415735,35.73974529545455
431,51.1413203258427,35.72199995454545
432,51.1413203258427,35.727915068181815
433,51.1413203258427,35.73383018181818
434,51.1413203258427,35.73974529545455
475,51.14713258426966,35.71608484090909
476,51.14713258426966,35.72199995454545
477,51.14713258426966,35.727915068181815
478,51.14713258426966,35.73383018181818
479,51.14713258426966,35.73974529545455
520,51.152944842696634,35.71608484090909
521,51.152944842696634,35.72199995454545
522,51.152944842696634,35.727915068181815
523,51.152944842696634,35.73383018181818
524,51.152944842696634,35.73974529545455
565,51.1587571011236,35.71608484090909
566,51.1587571011236,35.72199995454545
567,51.1587571011236,35.727915068181815
568,51.1587571011236,35.73383018181818
609,51.16456935955056,35.71016972727273
610,51.16456935955056,35.71608484090909
611,51.16456935955056,35.72199995454545
612,51.16456935955056,35.727915068181815
613,51.16456935955056,35.73383018181818
654,51.17038161797753,35.71016972727273
655,51.17038161797753,35.71608484090909
656,51.17038161797753,35.72199995454545
657,51.17038161797753,35.727915068181815
658,51.17038161797753,35.73383018181818
699,51.1761938764045,35.71016972727273
700,51.1761938764045,35.71608484090909
701,51.1761938764045,35.72199995454545
702,51.1761938764045,35.727915068181815
743,51.18200613483146,35.704254613636365
744,51.18200613483146,35.71016972727273
745,51.18200613483146,35.71608484090909
746,51.18200613483146,35.72199995454545
747,51.18200613483146,35.727915068181815
788,51.18781839325843,35.704254613636365
789,51.18781839325843,35.71016972727273
790,51.18781839325843,35.71608484090909
791,51.18781839325843,35.72199995454545
792,51.18781839325843,35.727915068181815
833,51.193630651685396,35.704254613636365
834,51.193630651685396,35.71016972727273
835,51.193630651685396,35.71608484090909
836,51.193630651685396,35.72199995454545
877,51.19944291011236,35.6983395
878,51.19944291011236,35.704254613636365
879,51.19944291011236,35.71016972727273
880,51.19944291011236,35.71608484090909
881,51.19944291011236,35.72199995454545
922,51.20525516853933,35.6983395
923,51.20525516853933,35.704254613636365
924,51.20525516853933,35.71016972727273
925,51.20525516853933,35.71608484090909
967,51.211067426966295,35.6983395
968,51.211067426966295,35.704254613636365
969,51.211067426966295,35.71016972727273
970,51.211067426966295,35.71608484090909
1011,51.21687968539326,35.69242438636363
1012,51.21687968539326,35.6983395
1013,51.21687968539326,35.704254613636365
1014,51.21687968539326,35.71016972727273
1015,51.21687968539326,35.71608484090909
1056,51.22269194382022,35.69242438636363
1057,51.22269194382022,35.6983395
1058,51.22269194382022,35.704254613636365
1059,51.22269194382022,35.71016972727273
1060,51.22269194382022,35.71608484090909
1100,51.228504202247194,35.68650927272727
1101,51.228504202247194,35.69242438636363
1102,51.228504202247194,35.6983395
1103,51.228504202247194,35.704254613636365
1104,51.228504202247194,35.71016972727273
1105,51.228504202247194,35.71608484090909
1145,51.23431646067416,35.68650927272727
1146,51.23431646067416,35.69242438636363
1147,51.23431646067416,35.6983395
1148,51.23431646067416,35.704254613636365
1149,51.23431646067416,35.71016972727273
1150,51.23431646067416,35.71608484090909
1190,51.24012871910112,35.68650927272727
1191,51.24012871910112,35.69242438636363
1192,51.24012871910112,35.6983395
1193,51.24012871910112,35.704254613636365
1194,51.24012871910112,35.71016972727273
1234,51.24594097752809,35.68059415909091
1235,51.24594097752809,35.68650927272727
1236,51.24594097752809,35.69242438636363
1237,51.24594097752809,35.6983395
1238,51.24594097752809,35.704254613636365
1239,51.24594097752809,35.71016972727273
1279,51.25175323595506,35.68059415909091
1280,51.25175323595506,35.68650927272727
1281,51.25175323595506,35.69242438636363
1282,51.25175323595506,35.6983395
1283,51.25175323595506,35.704254613636365
1284,51.25175323595506,35.71016972727273
