,longitude,latitude
1324,51.25756549438202,35.68059415909091
1325,51.25756549438202,35.68650927272727
1326,51.25756549438202,35.69242438636363
1327,51.25756549438202,35.6983395
1328,51.25756549438202,35.704254613636365
1329,51.25756549438202,35.71016972727273
1369,51.26337775280899,35.68059415909091
1370,51.26337775280899,35.68650927272727
1371,51.26337775280899,35.69242438636363
1372,51.26337775280899,35.6983395
1373,51.26337775280899,35.704254613636365
1374,51.26337775280899,35.71016972727273
1414,51.269190011235956,35.68059415909091
1415,51.269190011235956,35.68650927272727
1416,51.269190011235956,35.69242438636363
1417,51.269190011235956,35.6983395
1418,51.269190011235956,35.704254613636365
1419,51.269190011235956,35.71016972727273
1459,51.27500226966292,35.68059415909091
1460,51.27500226966292,35.68650927272727
1461,51.27500226966292,35.69242438636363
1462,51.27500226966292,35.6983395
1463,51.27500226966292,35.704254613636365
1464,51.27500226966292,35.71016972727273
1505,51.28081452808989,35.68650927272727
1506,51.28081452808989,35.69242438636363
1507,51.28081452808989,35.6983395
1508,51.28081452808989,35.704254613636365
1509,51.28081452808989,35.71016972727273
1551,51.286626786516855,35.69242438636363
1552,51.286626786516855,35.6983395
1553,51.286626786516855,35.704254613636365
1554,51.286626786516855,35.71016972727273
1142,51.23431646067416,35.668763931818184
1143,51.23431646067416,35.674679045454546
1144,51.23431646067416,35.68059415909091
1186,51.24012871910112,35.66284881818182
1187,51.24012871910112,35.668763931818184
1188,51.24012871910112,35.674679045454546
1189,51.24012871910112,35.68059415909091
1231,51.24594097752809,35.66284881818182
1232,51.24594097752809,35.668763931818184
1233,51.24594097752809,35.674679045454546
1276,51.25175323595506,35.66284881818182
1277,51.25175323595506,35.668763931818184
1278,51.25175323595506,35.674679045454546
1320,51.25756549438202,35.65693370454545
1321,51.25756549438202,35.66284881818182
1322,51.25756549438202,35.668763931818184
1323,51.25756549438202,35.674679045454546
1365,51.26337775280899,35.65693370454545
1366,51.26337775280899,35.66284881818182
1367,51.26337775280899,35.668763931818184
1368,51.26337775280899,35.674679045454546
1410,51.269190011235956,35.65693370454545
1411,51.269190011235956,35.66284881818182
1412,51.269190011235956,35.668763931818184
1413,51.269190011235956,35.674679045454546
1454,51.27500226966292,35.65101859090909
1455,51.27500226966292,35.65693370454545
1456,51.27500226966292,35.66284881818182
1457,51.27500226966292,35.668763931818184
1458,51.27500226966292,35.674679045454546
1499,51.28081452808989,35.65101859090909
1500,51.28081452808989,35.65693370454545
1501,51.28081452808989,35.66284881818182
1502,51.28081452808989,35.668763931818184
1503,51.28081452808989,35.674679045454546
1543,51.286626786516855,35.64510347727273
1544,51.286626786516855,35.65101859090909
1545,51.286626786516855,35.65693370454545
1546,51.286626786516855,35.66284881818182
1547,51.286626786516855,35.668763931818184
1548,51.286626786516855,35.674679045454546
1588,51.29243904494382,35.64510347727273
1589,51.29243904494382,35.65101859090909
1590,51.29243904494382,35.65693370454545
1591,51.29243904494382,35.66284881818182
1592,51.29243904494382,35.668763931818184
1593,51.29243904494382,35.674679045454546
1632,51.29825130337079,35.639188363636364
1633,51.29825130337079,35.64510347727273
1634,51.29825130337079,35.65101859090909
1635,51.29825130337079,35.65693370454545
1636,51.29825130337079,35.66284881818182
1637,51.29825130337079,35.668763931818184
1638,51.29825130337079,35.674679045454546
1677,51.304063561797754,35.639188363636364
1678,51.304063561797754,35.64510347727273
1679,51.304063561797754,35.65101859090909
1680,51.304063561797754,35.65693370454545
1681,51.304063561797754,35.66284881818182
1682,51.304063561797754,35.668763931818184
1683,51.304063561797754,35.674679045454546
1721,51.30987582022472,35.63327325
1722,51.30987582022472,35.639188363636364
1723,51.30987582022472,35.64510347727273
1724,51.30987582022472,35.65101859090909
1725,51.30987582022472,35.65693370454545
1726,51.30987582022472,35.66284881818182
1727,51.30987582022472,35.668763931818184
1766,51.31568807865169,35.63327325
1767,51.31568807865169,35.639188363636364
1768,51.31568807865169,35.64510347727273
1769,51.31568807865169,35.65101859090909
1770,51.31568807865169,35.65693370454545
1771,51.31568807865169,35.66284881818182
1772,51.31568807865169,35.668763931818184
1810,51.32150033707865,35.62735813636364
1811,51.32150033707865,35.63327325
1812,51.32150033707865,35.639188363636364
1813,51.32150033707865,35.64510347727273
1814,51.32150033707865,35.65101859090909
1815,51.32150033707865,35.65693370454545
1816,51.32150033707865,35.66284881818182
1817,51.32150033707865,35.668763931818184
1854,51.32731259550562,35.62144302272727
1855,51.32731259550562,35.62735813636364
1856,51.32731259550562,35.63327325
1857,51.32731259550562,35.639188363636364
1858,51.32731259550562,35.64510347727273
1859,51.32731259550562,35.65101859090909
1860,51.32731259550562,35.65693370454545
1861,51.32731259550562,35.66284881818182
1900,51.33312485393259,35.62735813636364
1901,51.33312485393259,35.63327325
1902,51.33312485393259,35.639188363636364
1903,51.33312485393259,35.64510347727273
1904,51.33312485393259,35.65101859090909
1905,51.33312485393259,35.65693370454545
1906,51.33312485393259,35.66284881818182
1946,51.33893711235955,35.63327325
1947,51.33893711235955,35.639188363636364
1948,51.33893711235955,35.64510347727273
1949,51.33893711235955,35.65101859090909
1950,51.33893711235955,35.65693370454545
1951,51.33893711235955,35.66284881818182
1991,51.344749370786516,35.63327325
1992,51.344749370786516,35.639188363636364
1993,51.344749370786516,35.64510347727273
1994,51.344749370786516,35.65101859090909
1995,51.344749370786516,35.65693370454545
2037,51.35056162921349,35.639188363636364
2038,51.35056162921349,35.64510347727273
1384,51.26337775280899,35.76932086363636
1386,51.26337775280899,35.78115109090909
1424,51.269190011235956,35.73974529545455
1425,51.269190011235956,35.74566040909091
1426,51.269190011235956,35.75157552272727
1427,51.269190011235956,35.757490636363634
1428,51.269190011235956,35.76340575
1429,51.269190011235956,35.76932086363636
1430,51.269190011235956,35.77523597727273
1431,51.269190011235956,35.78115109090909
1469,51.27500226966292,35.73974529545455
1470,51.27500226966292,35.74566040909091
1471,51.27500226966292,35.75157552272727
1472,51.27500226966292,35.757490636363634
1473,51.27500226966292,35.76340575
1474,51.27500226966292,35.76932086363636
1475,51.27500226966292,35.77523597727273
1513,51.28081452808989,35.73383018181818
1514,51.28081452808989,35.73974529545455
1515,51.28081452808989,35.74566040909091
1516,51.28081452808989,35.75157552272727
1517,51.28081452808989,35.757490636363634
1518,51.28081452808989,35.76340575
1519,51.28081452808989,35.76932086363636
1520,51.28081452808989,35.77523597727273
1521,51.28081452808989,35.78115109090909
1557,51.286626786516855,35.727915068181815
1558,51.286626786516855,35.73383018181818
1559,51.286626786516855,35.73974529545455
1560,51.286626786516855,35.74566040909091
1561,51.286626786516855,35.75157552272727
1562,51.286626786516855,35.757490636363634
1563,51.286626786516855,35.76340575
1564,51.286626786516855,35.76932086363636
1565,51.286626786516855,35.77523597727273
1601,51.29243904494382,35.72199995454545
1602,51.29243904494382,35.727915068181815
1603,51.29243904494382,35.73383018181818
1604,51.29243904494382,35.73974529545455
1605,51.29243904494382,35.74566040909091
1606,51.29243904494382,35.75157552272727
1607,51.29243904494382,35.757490636363634
1608,51.29243904494382,35.76340575
1609,51.29243904494382,35.76932086363636
1610,51.29243904494382,35.77523597727273
1611,51.29243904494382,35.78115109090909
1646,51.29825130337079,35.72199995454545
1647,51.29825130337079,35.727915068181815
1648,51.29825130337079,35.73383018181818
1649,51.29825130337079,35.73974529545455
1650,51.29825130337079,35.74566040909091
1651,51.29825130337079,35.75157552272727
1652,51.29825130337079,35.757490636363634
1653,51.29825130337079,35.76340575
1654,51.29825130337079,35.76932086363636
1655,51.29825130337079,35.77523597727273
1656,51.29825130337079,35.78115109090909
1691,51.304063561797754,35.72199995454545
1692,51.304063561797754,35.727915068181815
1693,51.304063561797754,35.73383018181818
1694,51.304063561797754,35.73974529545455
1695,51.304063561797754,35.74566040909091
1696,51.304063561797754,35.75157552272727
1697,51.304063561797754,35.757490636363634
1698,51.304063561797754,35.76340575
1699,51.304063561797754,35.76932086363636
1700,51.304063561797754,35.77523597727273
1701,51.304063561797754,35.78115109090909
1702,51.304063561797754,35.787066204545454
1703,51.304063561797754,35.792981318181816
1736,51.30987582022472,35.72199995454545
1737,51.30987582022472,35.727915068181815
1738,51.30987582022472,35.73383018181818
1739,51.30987582022472,35.73974529545455
1740,51.30987582022472,35.74566040909091
1741,51.30987582022472,35.75157552272727
1742,51.30987582022472,35.757490636363634
1743,51.30987582022472,35.76340575
1744,51.30987582022472,35.76932086363636
1745,51.30987582022472,35.77523597727273
1746,51.30987582022472,35.78115109090909
1747,51.30987582022472,35.787066204545454
1781,51.31568807865169,35.72199995454545
1782,51.31568807865169,35.727915068181815
1783,51.31568807865169,35.73383018181818
1784,51.31568807865169,35.73974529545455
1785,51.31568807865169,35.74566040909091
1786,51.31568807865169,35.75157552272727
1787,51.31568807865169,35.757490636363634
1788,51.31568807865169,35.76340575
1789,51.31568807865169,35.76932086363636
1790,51.31568807865169,35.77523597727273
1791,51.31568807865169,35.78115109090909
1792,51.31568807865169,35.787066204545454
1825,51.32150033707865,35.71608484090909
1826,51.32150033707865,35.72199995454545
1827,51.32150033707865,35.727915068181815
1828,51.32150033707865,35.73383018181818
1829,51.32150033707865,35.73974529545455
1830,51.32150033707865,35.74566040909091
1831,51.32150033707865,35.75157552272727
1832,51.32150033707865,35.757490636363634
1833,51.32150033707865,35.76340575
1834,51.32150033707865,35.76932086363636
1835,51.32150033707865,35.77523597727273
1836,51.32150033707865,35.78115109090909
1837,51.32150033707865,35.787066204545454
1870,51.32731259550562,35.71608484090909
1871,51.32731259550562,35.72199995454545
1872,51.32731259550562,35.727915068181815
1873,51.32731259550562,35.73383018181818
1874,51.32731259550562,35.73974529545455
1875,51.32731259550562,35.74566040909091
1876,51.32731259550562,35.75157552272727
1877,51.32731259550562,35.757490636363634
1878,51.32731259550562,35.76340575
1879,51.32731259550562,35.76932086363636
1880,51.32731259550562,35.77523597727273
1881,51.32731259550562,35.78115109090909
1882,51.32731259550562,35.787066204545454
1883,51.32731259550562,35.792981318181816
1915,51.33312485393259,35.71608484090909
1916,51.33312485393259,35.72199995454545
1917,51.33312485393259,35.727915068181815
1918,51.33312485393259,35.73383018181818
1919,51.33312485393259,35.73974529545455
1922,51.33312485393259,35.757490636363634
1923,51.33312485393259,35.76340575
1924,51.33312485393259,35.76932086363636
1925,51.33312485393259,35.77523597727273
1926,51.33312485393259,35.78115109090909
1927,51.33312485393259,35.787066204545454
1971,51.33893711235955,35.78115109090909
1972,51.33893711235955,35.787066204545454
1973,51.33893711235955,35.792981318181816
1974,51.33893711235955,35.79889643181818
1975,51.33893711235955,35.80481154545454
1504,51.28081452808989,35.68059415909091
1549,51.286626786516855,35.68059415909091
1550,51.286626786516855,35.68650927272727
1594,51.29243904494382,35.68059415909091
1595,51.29243904494382,35.68650927272727
1596,51.29243904494382,35.69242438636363
1597,51.29243904494382,35.6983395
1598,51.29243904494382,35.704254613636365
1599,51.29243904494382,35.71016972727273
1600,51.29243904494382,35.71608484090909
1639,51.29825130337079,35.68059415909091
1640,51.29825130337079,35.68650927272727
1641,51.29825130337079,35.69242438636363
1642,51.29825130337079,35.6983395
1643,51.29825130337079,35.704254613636365
1644,51.29825130337079,35.71016972727273
1645,51.29825130337079,35.71608484090909
1684,51.304063561797754,35.68059415909091
1685,51.304063561797754,35.68650927272727
1686,51.304063561797754,35.69242438636363
1687,51.304063561797754,35.6983395
1688,51.304063561797754,35.704254613636365
1689,51.304063561797754,35.71016972727273
1690,51.304063561797754,35.71608484090909
1728,51.30987582022472,35.674679045454546
1729,51.30987582022472,35.68059415909091
1730,51.30987582022472,35.68650927272727
1731,51.30987582022472,35.69242438636363
1732,51.30987582022472,35.6983395
1733,51.30987582022472,35.704254613636365
1734,51.30987582022472,35.71016972727273
1735,51.30987582022472,35.71608484090909
1773,51.31568807865169,35.674679045454546
1774,51.31568807865169,35.68059415909091
1775,51.31568807865169,35.68650927272727
1776,51.31568807865169,35.69242438636363
1777,51.31568807865169,35.6983395
1778,51.31568807865169,35.704254613636365
1779,51.31568807865169,35.71016972727273
1780,51.31568807865169,35.71608484090909
1818,51.32150033707865,35.674679045454546
1819,51.32150033707865,35.68059415909091
1820,51.32150033707865,35.68650927272727
1821,51.32150033707865,35.69242438636363
1822,51.32150033707865,35.6983395
1823,51.32150033707865,35.704254613636365
1824,51.32150033707865,35.71016972727273
1862,51.32731259550562,35.668763931818184
1863,51.32731259550562,35.674679045454546
1864,51.32731259550562,35.68059415909091
1865,51.32731259550562,35.68650927272727
1866,51.32731259550562,35.69242438636363
1867,51.32731259550562,35.6983395
1868,51.32731259550562,35.704254613636365
1869,51.32731259550562,35.71016972727273
1907,51.33312485393259,35.668763931818184
1908,51.33312485393259,35.674679045454546
1909,51.33312485393259,35.68059415909091
1910,51.33312485393259,35.68650927272727
1911,51.33312485393259,35.69242438636363
1912,51.33312485393259,35.6983395
1913,51.33312485393259,35.704254613636365
1914,51.33312485393259,35.71016972727273
1952,51.33893711235955,35.668763931818184
1953,51.33893711235955,35.674679045454546
1954,51.33893711235955,35.68059415909091
1955,51.33893711235955,35.68650927272727
1956,51.33893711235955,35.69242438636363
1957,51.33893711235955,35.6983395
1997,51.344749370786516,35.668763931818184
1998,51.344749370786516,35.674679045454546
1999,51.344749370786516,35.68059415909091
2000,51.344749370786516,35.68650927272727
2001,51.344749370786516,35.69242438636363
2002,51.344749370786516,35.6983395
2043,51.35056162921349,35.674679045454546
2044,51.35056162921349,35.68059415909091
2045,51.35056162921349,35.68650927272727
2046,51.35056162921349,35.69242438636363
2047,51.35056162921349,35.6983395
1898,51.33312485393259,35.61552790909091
1899,51.33312485393259,35.62144302272727
1942,51.33893711235955,35.609612795454545
1943,51.33893711235955,35.61552790909091
1944,51.33893711235955,35.62144302272727
1945,51.33893711235955,35.62735813636364
1987,51.344749370786516,35.609612795454545
1988,51.344749370786516,35.61552790909091
1989,51.344749370786516,35.62144302272727
1990,51.344749370786516,35.62735813636364
2032,51.35056162921349,35.609612795454545
2033,51.35056162921349,35.61552790909091
2034,51.35056162921349,35.62144302272727
2035,51.35056162921349,35.62735813636364
2036,51.35056162921349,35.63327325
2077,51.35637388764045,35.609612795454545
2078,51.35637388764045,35.61552790909091
2079,51.35637388764045,35.62144302272727
2080,51.35637388764045,35.62735813636364
2081,51.35637388764045,35.63327325
2123,51.362186146067415,35.61552790909091
2124,51.362186146067415,35.62144302272727
2125,51.362186146067415,35.62735813636364
2126,51.362186146067415,35.63327325
2127,51.362186146067415,35.639188363636364
2168,51.36799840449439,35.61552790909091
2169,51.36799840449439,35.62144302272727
2170,51.36799840449439,35.62735813636364
2171,51.36799840449439,35.63327325
2172,51.36799840449439,35.639188363636364
2213,51.37381066292135,35.61552790909091
2214,51.37381066292135,35.62144302272727
2215,51.37381066292135,35.62735813636364
2216,51.37381066292135,35.63327325
2217,51.37381066292135,35.639188363636364
2218,51.37381066292135,35.64510347727273
2219,51.37381066292135,35.65101859090909
2258,51.379622921348314,35.61552790909091
2259,51.379622921348314,35.62144302272727
2260,51.379622921348314,35.62735813636364
2261,51.379622921348314,35.63327325
2262,51.379622921348314,35.639188363636364
2263,51.379622921348314,35.64510347727273
2264,51.379622921348314,35.65101859090909
2303,51.385435179775286,35.61552790909091
2304,51.385435179775286,35.62144302272727
2305,51.385435179775286,35.62735813636364
2306,51.385435179775286,35.63327325
2307,51.385435179775286,35.639188363636364
2308,51.385435179775286,35.64510347727273
2309,51.385435179775286,35.65101859090909
2348,51.39124743820225,35.61552790909091
2349,51.39124743820225,35.62144302272727
2350,51.39124743820225,35.62735813636364
2351,51.39124743820225,35.63327325
2352,51.39124743820225,35.639188363636364
2353,51.39124743820225,35.64510347727273
2393,51.39705969662921,35.61552790909091
2394,51.39705969662921,35.62144302272727
2395,51.39705969662921,35.62735813636364
2438,51.402871955056185,35.61552790909091
2439,51.402871955056185,35.62144302272727
1920,51.33312485393259,35.74566040909091
1921,51.33312485393259,35.75157552272727
1958,51.33893711235955,35.704254613636365
1959,51.33893711235955,35.71016972727273
1960,51.33893711235955,35.71608484090909
1961,51.33893711235955,35.72199995454545
1962,51.33893711235955,35.727915068181815
1963,51.33893711235955,35.73383018181818
1964,51.33893711235955,35.73974529545455
1965,51.33893711235955,35.74566040909091
1966,51.33893711235955,35.75157552272727
1967,51.33893711235955,35.757490636363634
1968,51.33893711235955,35.76340575
1969,51.33893711235955,35.76932086363636
1970,51.33893711235955,35.77523597727273
2003,51.344749370786516,35.704254613636365
2004,51.344749370786516,35.71016972727273
2005,51.344749370786516,35.71608484090909
2006,51.344749370786516,35.72199995454545
2007,51.344749370786516,35.727915068181815
2008,51.344749370786516,35.73383018181818
2009,51.344749370786516,35.73974529545455
2010,51.344749370786516,35.74566040909091
2011,51.344749370786516,35.75157552272727
2012,51.344749370786516,35.757490636363634
2013,51.344749370786516,35.76340575
2014,51.344749370786516,35.76932086363636
2015,51.344749370786516,35.77523597727273
2016,51.344749370786516,35.78115109090909
2017,51.344749370786516,35.787066204545454
2018,51.344749370786516,35.792981318181816
2048,51.35056162921349,35.704254613636365
2049,51.35056162921349,35.71016972727273
2050,51.35056162921349,35.71608484090909
2051,51.35056162921349,35.72199995454545
2052,51.35056162921349,35.727915068181815
2053,51.35056162921349,35.73383018181818
2054,51.35056162921349,35.73974529545455
2055,51.35056162921349,35.74566040909091
2056,51.35056162921349,35.75157552272727
2057,51.35056162921349,35.757490636363634
2058,51.35056162921349,35.76340575
2059,51.35056162921349,35.76932086363636
2060,51.35056162921349,35.77523597727273
2061,51.35056162921349,35.78115109090909
